oob_r2,R2_train,R2_test,max_depth,max_features,n_estimators,diff
0.5171946571047403,0.7183542858828414,0.5735750748343007,7,10,40,0.14477921104854075
0.5224652108619807,0.7174868587560805,0.5715105580372434,7,10,70,0.14597630071883716
0.5458928756542036,0.8297207927810919,0.573003810087113,10,3,60,0.2567169826939789
0.5447820571736556,0.8299526862628404,0.572429051331728,10,3,50,0.2575236349311124
0.5513561637997673,0.8336423010607094,0.5752671566998155,10,3,100,0.2583751443608938
0.5470319292141664,0.8299582167147793,0.5713237096954809,10,3,70,0.25863450701929847
0.5418484281261784,0.8304697139472397,0.5717984846881423,10,3,45,0.25867122925909736
0.5419196994964981,0.8412287770343594,0.5823607224987593,10,5,50,0.25886805453560013
0.538600917737903,0.8294189151746966,0.5696818580526317,10,3,40,0.25973705712206485
0.5409453946223006,0.8398288227918504,0.5790238869224099,10,5,40,0.26080493586944054
0.5405871323837395,0.8406386954202001,0.5788826345688003,10,5,45,0.2617560608513998
0.5476316547859026,0.8462721822681947,0.5831773620248208,10,5,100,0.26309482024337383
0.5474494651503445,0.8442611397177364,0.5807934098252445,10,5,60,0.2634677298924919
0.5478946310938699,0.8452779324508105,0.5810875076309114,10,5,70,0.2641904248198991
0.5485235780913745,0.8537098355944064,0.5886014866199647,10,7,100,0.2651083489744417
0.5464724028548769,0.8525996916049157,0.5849195128209579,10,7,70,0.2676801787839578
0.538551213749163,0.8511657719048976,0.5833456740122072,10,7,50,0.26782009789269046
0.5442491150577178,0.8526013159951168,0.5846738127401574,10,7,60,0.2679275032549594
0.5250223661081235,0.8560016671473305,0.5879197525686738,10,10,45,0.2680819145786567
0.5431186836454893,0.8585886233015456,0.5899851417547979,10,10,100,0.26860348154674774
0.5359074493965295,0.8527183553862185,0.582850932669535,10,7,45,0.2698674227166835
0.5309288610955427,0.8551041710036162,0.5846649053097795,10,10,50,0.2704392656938367
0.5231572692097775,0.8565157439364905,0.5849545075189057,10,10,40,0.2715612364175849
0.5343613133078833,0.8555484390230078,0.5835104704832585,10,10,60,0.27203796853974926
0.5325871938968169,0.8514371211110312,0.5784282781337848,10,7,40,0.27300884297724637
0.5384474871281373,0.8567585691459436,0.5833147426892258,10,10,70,0.27344382645671783
0.5530977069914281,0.9292755449207264,0.5909488111405456,15,7,100,0.33832673378018074
0.5516914116589551,0.9282652056172734,0.5864156993617504,15,7,70,0.341849506255523
0.5443172293069256,0.9271971193910725,0.5839132013715924,15,7,50,0.3432839180194801
0.548866643100766,0.9283789969316999,0.5847274556494689,15,7,60,0.34365154128223097
0.5547331237752897,0.9258062561819689,0.5793465526283662,15,3,100,0.34645970355360267
0.5255966905163365,0.9272650771746965,0.58066054974991,15,10,45,0.34660452742478653
0.5495238448543517,0.9297170886082664,0.5826037820612413,15,10,100,0.3471133065470251
0.5588026795776079,0.9290544263266696,0.5811311700610898,15,5,100,0.34792325626557974
0.552565535548816,0.9247586305545153,0.5765399497085831,15,3,70,0.3482186808459322
0.5430739255990069,0.9232597477606752,0.574786318062485,15,3,50,0.3484734296981902
0.5407556962407063,0.927982359668553,0.5792335646787573,15,7,45,0.3487487949897957
0.5493521040395358,0.9243715308215282,0.5744853076450628,15,3,60,0.34988622317646545
0.521854892284364,0.9271627425735851,0.577206720111609,15,10,40,0.3499560224619761
0.531998210145765,0.9269999851904978,0.5769521607712054,15,10,50,0.3500478244192924
0.5367380830106752,0.9272087608326025,0.5770797348735467,15,10,60,0.3501290259590558
0.5418074559524683,0.9277740012046287,0.5767632748954687,15,10,70,0.35101072630915997
0.553244970436167,0.9276732950696033,0.5764482608688892,15,5,70,0.35122503420071405
0.5367787815131728,0.9275865426233547,0.5763613726968193,15,7,40,0.3512251699265354
0.5402623022795348,0.9236175806619007,0.5711336090857524,15,3,45,0.3524839715761483
0.5514413058736003,0.9275117358566561,0.5732834196520431,15,5,60,0.35422831620461304
0.5460875102206004,0.9268431406084743,0.5721556455056402,15,5,50,0.35468749510283404
0.5349581063959854,0.9238324446926005,0.567737197672135,15,3,40,0.35609524702046547
0.5426724287474398,0.926985394402925,0.5677816888344963,15,5,45,0.35920370556842873
0.5386576459447253,0.9270656337750098,0.5639612191997702,15,5,40,0.3631044145752397
